Šifra naselja;Naziv naselja;Poštanski ured;Minimalni rok uručenja;Maksimalna masa (g);Dostava subotom;Dostava u određeno vrijeme
4582;Mutogras;21311; ; ;Ne;Ne
4583;Podstrana ;21311; ; ;Ne;Ne
4584;Sveti Martin;21311; ; ;Ne;Ne
4687;Jesenice;21315;2 (drugi dan do 15 sati); ;Ne;Ne
4688;Duće ;21315;2 (drugi dan do 15 sati); ;Ne;Ne
4689;Dugi Rat;21315;2 (drugi dan do 15 sati); ;Ne;Ne
4627;Bast;21320;2 (drugi dan do 15 sati); ;Ne;Ne
4628;Baška Voda ;21320;2 (drugi dan do 15 sati); ;Ne;Ne
4629;Bratuš ;21320;2 (drugi dan do 15 sati); ;Ne;Ne
4630;Krvavica;21320;2 (drugi dan do 15 sati); ;Ne;Ne
4631;Promajna;21320;2 (drugi dan do 15 sati); ;Ne;Ne
4632;Brela ;21320;2 (drugi dan do 15 sati); ;Ne;Ne
4635;Gornje Igrane ;21327;2 (drugi dan do 15 sati); ;Ne;Ne
4636;Podgora ;21327;2 (drugi dan do 15 sati); ;Ne;Ne
4637;Drašnice ;21327;2 (drugi dan do 15 sati); ;Ne;Ne
4638;Igrane;21327;2 (drugi dan do 15 sati); ;Ne;Ne
4639;Živogošće;21327;2 (drugi dan do 15 sati); ;Ne;Ne
4640;Gradac;21330;2 (drugi dan do 15 sati); ;Ne;Ne
4641;Drvenik ;21330;2 (drugi dan do 15 sati); ;Ne;Ne
4642;Zaostrog;21330;2 (drugi dan do 15 sati); ;Ne;Ne
4643;Brist ;21330;2 (drugi dan do 15 sati); ;Ne;Ne
4644;Podaca;21330;2 (drugi dan do 15 sati); ;Ne;Ne
4836;Mirca ;21400;4 (treći dan do 20 sati); ;Ne;Ne
4837;Supetar ;21400;4 (treći dan do 20 sati); ;Ne;Ne
4838;Sutivan ;21400;4 (treći dan do 20 sati); ;Ne;Ne
4843;Dol ;21400;4 (treći dan do 20 sati); ;Ne;Ne
4844;Postira ;21400;4 (treći dan do 20 sati); ;Ne;Ne
4845;Splitska;21400;4 (treći dan do 20 sati); ;Ne;Ne
4846;Škrip;21400;4 (treći dan do 20 sati); ;Ne;Ne
4851;Donji Humac ;21400;4 (treći dan do 20 sati); ;Ne;Ne
4852;Dračevica;21400;4 (treći dan do 20 sati); ;Ne;Ne
4853;Nerežišća;21400;4 (treći dan do 20 sati); ;Ne;Ne
4839;Bobovišća ;21405;4 (treći dan do 20 sati); ;Ne;Ne
4840;Ložišća;21405;4 (treći dan do 20 sati); ;Ne;Ne
4841;Milna ;21405;4 (treći dan do 20 sati); ;Ne;Ne
4842;Podhumlje ;21405;4 (treći dan do 20 sati); ;Ne;Ne
4847;Pučišća;21412;4 (treći dan do 20 sati); ;Ne;Ne
4854;Gornji Humac;21412;4 (treći dan do 20 sati); ;Ne;Ne
4855;Pražnica ;21412;4 (treći dan do 20 sati); ;Ne;Ne
4849;Bol ;21420;4 (treći dan do 20 sati); ;Ne;Ne
4850;Murvica ;21420;4 (treći dan do 20 sati); ;Ne;Ne
4848;Povlja;21425;4 (treći dan do 20 sati); ;Ne;Ne
4856;Novo Selo ;21425;4 (treći dan do 20 sati); ;Ne;Ne
4857;Selca ;21425;4 (treći dan do 20 sati); ;Ne;Ne
4858;Sumartin;21425;4 (treći dan do 20 sati); ;Ne;Ne
4881;Donje Selo;21430;4 (treći dan do 20 sati); ;Ne;Ne
4882;Grohote ;21430;4 (treći dan do 20 sati); ;Ne;Ne
4883;Maslinica ;21430;4 (treći dan do 20 sati); ;Ne;Ne
4884;Srednje Selo;21430;4 (treći dan do 20 sati); ;Ne;Ne
4885;Gornje Selo ;21430;4 (treći dan do 20 sati); ;Ne;Ne
4886;Stomorska ;21430;4 (treći dan do 20 sati); ;Ne;Ne
4887;Nečujam;21430;4 (treći dan do 20 sati); ;Ne;Ne
4809;Hvar;21450;4 (treći dan do 20 sati); ;Ne;Ne
4810;Malo Grablje;21450;4 (treći dan do 20 sati); ;Ne;Ne
4811;Milna ;21450;4 (treći dan do 20 sati); ;Ne;Ne
4812;Velo Grablje;21450;4 (treći dan do 20 sati); ;Ne;Ne
4813;Zaraće ;21450;4 (treći dan do 20 sati); ;Ne;Ne
4814;Brusje;21450;4 (treći dan do 20 sati); ;Ne;Ne
4815;Dol ;21460;4 (treći dan do 20 sati); ;Ne;Ne
4816;Rudina;21460;4 (treći dan do 20 sati); ;Ne;Ne
4817;Selca kod Starog Grada;21460;4 (treći dan do 20 sati); ;Ne;Ne
4818;Stari Grad;21460;4 (treći dan do 20 sati); ;Ne;Ne
4819;Svirče ;21460;4 (treći dan do 20 sati); ;Ne;Ne
4820;Vrbanj;21460;4 (treći dan do 20 sati); ;Ne;Ne
4821;Vrboska ;21465;4 (treći dan do 20 sati); ;Ne;Ne
4822;Gromin Dolac;21465;4 (treći dan do 20 sati);2000;Ne;Ne
4823;Humac ;21465;4 (treći dan do 20 sati); ;Ne;Ne
4824;Ivan Dolac;21465;4 (treći dan do 20 sati);2000;Ne;Ne
4825;Jelsa ;21465;4 (treći dan do 20 sati); ;Ne;Ne
4826;Pitve ;21465;4 (treći dan do 20 sati); ;Ne;Ne
4827;Sveta Nedjelja;21465;4 (treći dan do 20 sati);2000;Ne;Ne
4828;Vrisnik ;21465;4 (treći dan do 20 sati); ;Ne;Ne
4829;Zavala;21465;4 (treći dan do 20 sati);2000;Ne;Ne
8008;Jagodna ;21465;4 (treći dan do 20 sati);2000;Ne;Ne
8009;Bojanić Bad;21465;4 (treći dan do 20 sati);2000;Ne;Ne
4830;Poljica ;21469;4 (treći dan do 20 sati);2000;Ne;Ne
4831;Zastražišće;21469;4 (treći dan do 20 sati);2000;Ne;Ne
4832;Gdinj ;21469;4 (treći dan do 20 sati);2000;Ne;Ne
4833;Bogomolje ;21469;4 (treći dan do 20 sati);2000;Ne;Ne
4834;Selca kod Bogomolja ;21469;4 (treći dan do 20 sati);2000;Ne;Ne
4835;Sućuraj;21469;4 (treći dan do 20 sati);2000;Ne;Ne
4859;Brgujac ;21480;4 (treći dan do 20 sati); ;Ne;Ne
4860;Marine Zemlje ;21480;4 (treći dan do 20 sati); ;Ne;Ne
4861;Milna ;21480;4 (treći dan do 20 sati); ;Ne;Ne
4862;Plisko Polje;21480;4 (treći dan do 20 sati); ;Ne;Ne
4863;Podselje;21480;4 (treći dan do 20 sati); ;Ne;Ne
4864;Podstražje ;21480;4 (treći dan do 20 sati); ;Ne;Ne
4865;Rogačić ;21480;4 (treći dan do 20 sati); ;Ne;Ne
4866;Rukavac ;21480;4 (treći dan do 20 sati); ;Ne;Ne
4867;Stončica ;21480;4 (treći dan do 20 sati); ;Ne;Ne
4868;Vis ;21480;4 (treći dan do 20 sati); ;Ne;Ne
4869;Borovik ;21480;4 (treći dan do 20 sati); ;Ne;Ne
4870;Dračevo Polje;21480;4 (treći dan do 20 sati); ;Ne;Ne
4871;Duboka;21480;4 (treći dan do 20 sati); ;Ne;Ne
4872;Podhumlje ;21480;4 (treći dan do 20 sati); ;Ne;Ne
4873;Podšpilje;21480;4 (treći dan do 20 sati); ;Ne;Ne
4874;Žena Glava ;21480;4 (treći dan do 20 sati); ;Ne;Ne
4875;Biševo ;21485;4 (treći dan do 20 sati); ;Ne;Ne
4876;Jabuka;21485;4 (treći dan do 20 sati); ;Ne;Ne
4877;Komiža ;21485;4 (treći dan do 20 sati); ;Ne;Ne
4878;Oključna ;21485;4 (treći dan do 20 sati); ;Ne;Ne
4879;Palagruža;21485;4 (treći dan do 20 sati); ;Ne;Ne
4880;Sveti Andrija ;21485;4 (treći dan do 20 sati); ;Ne;Ne
5188;Bilice;22000;2 (drugi dan do 15 sati); ;Ne; 
5189;Danilo Biranj ;22000;2 (drugi dan do 15 sati); ;Ne;Ne
5190;Dubrava kod Šibenika ;22000;2 (drugi dan do 15 sati); ;Ne; 
5191;Šibenik;22000; ; ; ; 
5192;Grebaštica ;22000;2 (drugi dan do 15 sati); ;Ne;Ne
5193;Jadrtovac ;22000;2 (drugi dan do 15 sati); ;Ne;Ne
5194;Krapanj ;22000;4 (treći dan do 20 sati);2000;Ne;Ne
5195;Šibenik/dio-Brodarica/ ;22000;2 (drugi dan do 15 sati); ; ; 
5196;Donje Polje ;22000;2 (drugi dan do 15 sati); ;Ne;Ne
5197;Šibenik/dio-Ražine/ ;22000;2 (drugi dan do 15 sati); ; ; 
5198;Šibenik/dio-Zablaće/;22000;2 (drugi dan do 15 sati); ;Ne; 
5222;Danilo Gornje ;22000;4 (treći dan do 20 sati); ;Ne;Ne
5224;Mravnica;22000;4 (treći dan do 20 sati); ;Ne;Ne
5225;Perković ;22000;4 (treći dan do 20 sati); ;Ne;Ne
5226;Sitno Donje ;22000;4 (treći dan do 20 sati); ;Ne;Ne
5227;Slivno;22000;4 (treći dan do 20 sati); ;Ne;Ne
5228;Boraja;22000;2 (drugi dan do 15 sati); ;Ne;Ne
5229;Lepenica;22000;3 (drugi dan do 20 sati); ;Ne;Ne
5230;Podine;22000;3 (drugi dan do 20 sati); ;Ne;Ne
5231;Vrpolje ;22000;2 (drugi dan do 15 sati); ;Ne;Ne
5232;Vrsno ;22000;4 (treći dan do 20 sati); ;Ne;Ne
5248;Gaćelezi ;22000;3 (drugi dan do 20 sati); ;Ne;Ne
5249;Grabovci;22000;3 (drugi dan do 20 sati); ;Ne;Ne
5250;Raslina ;22000;3 (drugi dan do 20 sati); ;Ne;Ne
5251;Zaton ;22000;2 (drugi dan do 15 sati); ;Ne;Ne
8010;ŽABORIĆ ;22000;2 (drugi dan do 15 sati); ;Ne;Ne
5199;Draga ;22202;3 (drugi dan do 20 sati); ;Ne;Ne
5200;Kalina;22202;3 (drugi dan do 20 sati); ;Ne;Ne
5201;Primošten;22202;2 (drugi dan do 15 sati); ;Ne;Ne
5202;Primošten Burnji/dio/;22202;3 (drugi dan do 20 sati); ;Ne;Ne
5203;Tribežić;22202;3 (drugi dan do 20 sati); ;Ne;Ne
5204;Dvornica;22202;3 (drugi dan do 20 sati); ;Ne;Ne
5205;Jarebinjak;22202;4 (treći dan do 20 sati); ;Ne;Ne
5206;Kotelja ;22202;3 (drugi dan do 20 sati); ;Ne;Ne
5207;Oglavci ;22202;4 (treći dan do 20 sati); ;Ne;Ne
5208;Pazdelj ;22202;3 (drugi dan do 20 sati); ;Ne;Ne
5209;Pišćet;22202;3 (drugi dan do 20 sati); ;Ne;Ne
5210;Podglavica;22202;3 (drugi dan do 20 sati); ;Ne;Ne
5211;Podorljak ;22202;3 (drugi dan do 20 sati); ;Ne;Ne
5212;Ražanj ;22202;4 (treći dan do 20 sati); ;Ne;Ne
5213;Rogoznica ;22202;2 (drugi dan do 15 sati); ;Ne;Ne
5214;Sapina Doca ;22202;4 (treći dan do 20 sati); ;Ne;Ne
5215;Široka Glavica ;22202;3 (drugi dan do 20 sati); ;Ne;Ne
5216;Zečevo Rogozničko ;22202;3 (drugi dan do 20 sati); ;Ne;Ne
5217;Kruševo;22202;3 (drugi dan do 20 sati); ;Ne;Ne
5218;Ložnice;22202;3 (drugi dan do 20 sati); ;Ne;Ne
5219;Široke ;22202;3 (drugi dan do 20 sati); ;Ne;Ne
5220;Vadalj;22202;3 (drugi dan do 20 sati); ;Ne;Ne
5221;Vezac ;22202;3 (drugi dan do 20 sati); ;Ne;Ne
5233;Srima ;22211;2 (drugi dan do 15 sati); ;Ne;Ne
5234;Vodice;22211;2 (drugi dan do 15 sati); ;Ne;Ne
5235;Tribunj ;22211;2 (drugi dan do 15 sati); ;Ne;Ne
8006;JADRIJA ;22211;2 (drugi dan do 15 sati); ;Ne;Ne
8007;BOGDANOVIĆI;22211;2 (drugi dan do 15 sati); ;Ne;Ne
5236;Kašić ;22213;3 (drugi dan do 20 sati); ;Ne;Ne
5237;Pirovac ;22213;2 (drugi dan do 15 sati); ;Ne;Ne
5238;Prosika ;22213;3 (drugi dan do 20 sati); ;Ne;Ne
5239;Putičanje;22213;3 (drugi dan do 20 sati); ;Ne;Ne
5240;Cicvare ;22213;4 (treći dan do 20 sati); ;Ne;Ne
5241;Čista Mala ;22213;4 (treći dan do 20 sati); ;Ne;Ne
5242;Čista Velika ;22213;2 (drugi dan do 15 sati); ;Ne;Ne
5243;Krković;22213;4 (treći dan do 20 sati); ;Ne;Ne
5244;Lađevci;22213;4 (treći dan do 20 sati); ;Ne;Ne
5245;Međare ;22213;4 (treći dan do 20 sati); ;Ne;Ne
5247;Žažvić ;22213;4 (treći dan do 20 sati); ;Ne;Ne
5246;Piramatovci ;22222;4 (treći dan do 20 sati); ;Ne;Ne
5253;Čvrljevo ;22222;4 (treći dan do 20 sati); ;Ne;Ne
5254;Goriš;22222;4 (treći dan do 20 sati); ;Ne;Ne
5255;Gradina ;22222;3 (drugi dan do 20 sati); ;Ne;Ne
5256;Konjevrate;22222;3 (drugi dan do 20 sati); ;Ne;Ne
5257;Lozovac ;22222;3 (drugi dan do 20 sati); ;Ne;Ne
5259;Radonić;22222;3 (drugi dan do 20 sati); ;Ne;Ne
5260;Bičine ;22222;4 (treći dan do 20 sati); ;Ne;Ne
5261;Bratiškovci;22222;4 (treći dan do 20 sati); ;Ne;Ne
5262;Bribir;22222;4 (treći dan do 20 sati); ;Ne;Ne
5263;Dubravice ;22222;4 (treći dan do 20 sati); ;Ne;Ne
5264;Gorice;22222;4 (treći dan do 20 sati); ;Ne;Ne
5265;Gračac ;22222;4 (treći dan do 20 sati); ;Ne;Ne
5266;Ićevo;22222;4 (treći dan do 20 sati); ;Ne;Ne
5267;Plastovo;22222;4 (treći dan do 20 sati); ;Ne;Ne
5268;Rupe;22222;4 (treći dan do 20 sati); ;Ne;Ne
5269;Skradin ;22222;3 (drugi dan do 20 sati); ;Ne;Ne
5270;Skradinsko Polje;22222;4 (treći dan do 20 sati); ;Ne;Ne
5271;Sonković ;22222;4 (treći dan do 20 sati); ;Ne;Ne
5272;Vačani ;22222;4 (treći dan do 20 sati); ;Ne;Ne
5273;Velika Glava;22222;4 (treći dan do 20 sati); ;Ne;Ne
5274;Ždrapanj ;22222;4 (treći dan do 20 sati); ;Ne;Ne
5275;Zlarin;22232;4 (treći dan do 20 sati);2000;Ne;Ne
5276;Prvić Luka ;22233;4 (treći dan do 20 sati);2000;Ne;Ne
5277;Prvić Šepurine;22234;4 (treći dan do 20 sati);2000;Ne;Ne
5278;Kaprije ;22235;4 (treći dan do 20 sati);2000;Ne;Ne
5279;Žirje;22236;4 (treći dan do 20 sati);2000;Ne;Ne
5280;Dazlina ;22240;3 (drugi dan do 20 sati); ;Ne;Ne
5281;Dubrava kod Tisnoga ;22240;3 (drugi dan do 20 sati); ;Ne;Ne
5282;Tisno ;22240;2 (drugi dan do 15 sati); ;Ne;Ne
5283;Jezera;22240;2 (drugi dan do 15 sati); ;Ne;Ne
5285;Murter;22243;2 (drugi dan do 15 sati); ;Ne;Ne
5286;Betina;22243;2 (drugi dan do 15 sati); ;Ne;Ne
5287;Biovičino Selo ;22300;4 (treći dan do 20 sati); ;Ne;Ne
5288;Đevrske;22300;4 (treći dan do 20 sati); ;Ne;Ne
5289;Ervenik ;22300;4 (treći dan do 20 sati); ;Ne;Ne
5290;Gošić ;22300;4 (treći dan do 20 sati); ;Ne;Ne
5291;Ivoševci ;22300;4 (treći dan do 20 sati); ;Ne;Ne
5292;Kakanj;22300;4 (treći dan do 20 sati); ;Ne;Ne
5293;Kistanje;22300;4 (treći dan do 20 sati); ;Ne;Ne
5294;Kolašac;22300;4 (treći dan do 20 sati); ;Ne;Ne
5295;Krnjeuve;22300;4 (treći dan do 20 sati); ;Ne;Ne
5296;Modrino Selo;22300;4 (treći dan do 20 sati); ;Ne;Ne
5297;Nunić;22300;4 (treći dan do 20 sati); ;Ne;Ne
5298;Smrdelje;22300;4 (treći dan do 20 sati); ;Ne;Ne
5299;Varivode;22300;4 (treći dan do 20 sati); ;Ne;Ne
5300;Zečevo ;22300;4 (treći dan do 20 sati); ;Ne;Ne
5318;Biskupija ;22300;4 (treći dan do 20 sati); ;Ne;Ne
5319;Knin;22300;2 (drugi dan do 15 sati); ;Ne;Ne
5320;Kninsko Polje ;22300;3 (drugi dan do 20 sati); ;Ne;Ne
5321;Kovačić ;22300;3 (drugi dan do 20 sati); ;Ne;Ne
5322;Ljubač ;22300;4 (treći dan do 20 sati); ;Ne;Ne
5323;Markovac;22300;4 (treći dan do 20 sati); ;Ne;Ne
5324;Mokro Polje ;22300;4 (treći dan do 20 sati); ;Ne;Ne
5325;Oćestovo ;22300;4 (treći dan do 20 sati); ;Ne;Ne
5326;Orlić;22300;4 (treći dan do 20 sati); ;Ne;Ne
5327;Oton;22300;4 (treći dan do 20 sati); ;Ne;Ne
5328;Pađene ;22300;4 (treći dan do 20 sati); ;Ne;Ne
5329;Parčić;22300;4 (treći dan do 20 sati); ;Ne;Ne
5330;Potkonje;22300;4 (treći dan do 20 sati); ;Ne;Ne
5331;Radučić ;22300;4 (treći dan do 20 sati); ;Ne;Ne
5332;Ramljane;22300;4 (treći dan do 20 sati); ;Ne;Ne
5333;Riđane ;22300;4 (treći dan do 20 sati); ;Ne;Ne
5334;Uzdolje ;22300;4 (treći dan do 20 sati); ;Ne;Ne
5335;Vrbnik;22300;4 (treći dan do 20 sati); ;Ne;Ne
5336;Vrpolje ;22300;4 (treći dan do 20 sati); ;Ne;Ne
5337;Zvjerinac ;22300;4 (treći dan do 20 sati); ;Ne;Ne
5338;Žagrović;22300;4 (treći dan do 20 sati); ;Ne;Ne
5339;Golubić;22300;4 (treći dan do 20 sati);2000;Ne;Ne
5340;Plavno;22300;4 (treći dan do 20 sati);2000;Ne;Ne
5341;Radljevac ;22300;4 (treći dan do 20 sati);2000;Ne;Ne
5342;Strmica ;22300;4 (treći dan do 20 sati);2000;Ne;Ne
5349;Matase;22300;4 (treći dan do 20 sati); ;Ne;Ne
5354;Cetina;22300;4 (treći dan do 20 sati); ;Ne;Ne
5355;Civljane;22300;4 (treći dan do 20 sati); ;Ne;Ne
5356;Kijevo;22300;4 (treći dan do 20 sati); ;Ne;Ne
5357;Polača ;22300;4 (treći dan do 20 sati); ;Ne;Ne
5365;Biočić;22300;4 (treći dan do 20 sati); ;Ne;Ne
5366;Miočić;22300;4 (treći dan do 20 sati); ;Ne;Ne
5369;Štikovo;22300;4 (treći dan do 20 sati); ;Ne;Ne
7994;Kosovo;22300;4 (treći dan do 20 sati); ;Ne;Ne
7997;Zelići ;22300;4 (treći dan do 20 sati); ;Ne;Ne
5223;Danilo Kraljice ;22320;4 (treći dan do 20 sati); ;Ne;Ne
5252;Brnjica ;22320;4 (treći dan do 20 sati); ;Ne;Ne
5258;Pokrovnik ;22320;4 (treći dan do 20 sati); ;Ne;Ne
5301;Cera;22320;4 (treći dan do 20 sati); ;Ne;Ne
5302;Čvrljevo ;22320;4 (treći dan do 20 sati); ;Ne;Ne
5303;Donje Planjane;22320;4 (treći dan do 20 sati); ;Ne;Ne
5304;Donje Utore ;22320;4 (treći dan do 20 sati); ;Ne;Ne
5305;Donje Vinovo;22320;4 (treći dan do 20 sati); ;Ne;Ne
5306;Gornje Planjane ;22320;4 (treći dan do 20 sati); ;Ne;Ne
5307;Gornje Utore;22320;4 (treći dan do 20 sati); ;Ne;Ne
5308;Gornje Vinovo ;22320;4 (treći dan do 20 sati); ;Ne;Ne
5309;Koprno;22320;4 (treći dan do 20 sati); ;Ne;Ne
5310;Ljubostinje ;22320;4 (treći dan do 20 sati); ;Ne;Ne
5311;Mirlović Zagora;22320;4 (treći dan do 20 sati); ;Ne;Ne
5312;Nevest;22320;4 (treći dan do 20 sati); ;Ne;Ne
5313;Ostrogašica;22320;4 (treći dan do 20 sati); ;Ne;Ne
5314;Podumci ;22320;4 (treći dan do 20 sati); ;Ne;Ne
5315;Sedramić ;22320;4 (treći dan do 20 sati); ;Ne;Ne
5316;Unešić;22320;4 (treći dan do 20 sati); ;Ne;Ne
5317;Visoka;22320;4 (treći dan do 20 sati); ;Ne;Ne
5343;Bogatić Prominski;22320;4 (treći dan do 20 sati); ;Ne;Ne
5344;Bobodol ;22320;4 (treći dan do 20 sati); ;Ne;Ne
5345;Čitluk ;22320;4 (treći dan do 20 sati); ;Ne;Ne
5346;Lukar ;22320;4 (treći dan do 20 sati); ;Ne;Ne
5347;Ljubotić ;22320;4 (treći dan do 20 sati); ;Ne;Ne
5348;Mratovo ;22320;4 (treći dan do 20 sati); ;Ne;Ne
5350;Oklaj ;22320;4 (treći dan do 20 sati); ;Ne;Ne
5351;Puljane ;22320;4 (treći dan do 20 sati); ;Ne;Ne
5352;Razvođe;22320;4 (treći dan do 20 sati); ;Ne;Ne
5353;Suknovci;22320;4 (treći dan do 20 sati); ;Ne;Ne
5358;Badanj;22320;4 (treći dan do 20 sati); ;Ne;Ne
5359;Drniš;22320;2 (drugi dan do 15 sati); ;Ne;Ne
5360;Lišnjak;22320;4 (treći dan do 20 sati); ;Ne;Ne
5361;Pakovo Selo ;22320;4 (treći dan do 20 sati); ;Ne;Ne
5362;Trbounje;22320;4 (treći dan do 20 sati); ;Ne;Ne
5363;Velušić ;22320;4 (treći dan do 20 sati); ;Ne;Ne
5364;Žitnić;22320;4 (treći dan do 20 sati); ;Ne;Ne
5367;Parčić;22320;4 (treći dan do 20 sati); ;Ne;Ne
5368;Siverić;22320;4 (treći dan do 20 sati); ;Ne;Ne
5370;Tepljuh ;22320;4 (treći dan do 20 sati); ;Ne;Ne
5371;Baljci;22320;4 (treći dan do 20 sati); ;Ne;Ne
5372;Čavoglave;22320;4 (treći dan do 20 sati); ;Ne;Ne
5373;Gradac;22320;4 (treći dan do 20 sati); ;Ne;Ne
5374;Kadina Glavica;22320;4 (treći dan do 20 sati); ;Ne;Ne
5375;Kanjane ;22320;4 (treći dan do 20 sati); ;Ne;Ne
5376;Kljake;22320;4 (treći dan do 20 sati); ;Ne;Ne
5377;Kričke ;22320;4 (treći dan do 20 sati); ;Ne;Ne
5378;Mirlović Polje ;22320;4 (treći dan do 20 sati); ;Ne;Ne
5379;Moseć;22320;4 (treći dan do 20 sati); ;Ne;Ne
5380;Otavice ;22320;4 (treći dan do 20 sati); ;Ne;Ne
5381;Ružić ;22320;4 (treći dan do 20 sati); ;Ne;Ne
5382;Umljanovići;22320;4 (treći dan do 20 sati); ;Ne;Ne
5383;Bogatić;22320;4 (treći dan do 20 sati); ;Ne;Ne
5384;Brištane ;22320;4 (treći dan do 20 sati); ;Ne;Ne
5385;Drinovci;22320;4 (treći dan do 20 sati); ;Ne;Ne
5386;Kaočine;22320;4 (treći dan do 20 sati); ;Ne;Ne
5387;Karalić;22320;4 (treći dan do 20 sati); ;Ne;Ne
5388;Ključ;22320;4 (treći dan do 20 sati); ;Ne;Ne
5389;Nos Kalik ;22320;4 (treći dan do 20 sati); ;Ne;Ne
5390;Širitovci;22320;4 (treći dan do 20 sati); ;Ne;Ne
5392;Briševo;23000; ; ;Ne;Ne
5393;Crno;23000; ; ;Ne;Ne
5394;Murvica ;23000; ; ;Ne;Ne
5395;Zadar ;23000; ; ; ; 
5423;Kožino ;23000;2 (drugi dan do 15 sati); ;Ne;Ne
5424;Petrčane ;23000;2 (drugi dan do 15 sati); ;Ne;Ne
5396;Bibinje ;23205;2 (drugi dan do 15 sati); ;Ne;Ne
5397;Debeljak;23206;4 (treći dan do 20 sati);2000;Ne;Ne
5398;Sukošan;23206;2 (drugi dan do 15 sati); ;Ne;Ne
5416;Gorica;23206;4 (treći dan do 20 sati);2000;Ne;Ne
8015;GLAVICA ;23206;4 (treći dan do 20 sati);2000;Ne;Ne
5399;Donje Raštane;23210;4 (treći dan do 20 sati);2000;Ne;Ne
5400;Gornje Raštane ;23210;4 (treći dan do 20 sati);2000;Ne;Ne
5401;Sikovo;23210;4 (treći dan do 20 sati);2000;Ne;Ne
5402;Sv. Filip i Jakov ;23210;2 (drugi dan do 15 sati); ;Ne;Ne
5403;Turanj;23210;3 (drugi dan do 20 sati); ;Ne;Ne
5404;Sv. Petar ;23210;4 (treći dan do 20 sati); ;Ne;Ne
5405;Tustica ;23210;4 (treći dan do 20 sati); ;Ne;Ne
5406;Biograd na moru ;23210;2 (drugi dan do 15 sati); ;Ne;Ne
5407;Vrana ;23210;4 (treći dan do 20 sati); ;Ne;Ne
5408;Vrgada;23210;4 (treći dan do 20 sati);2000;Ne;Ne
5409;Jankolovica ;23210;2 (drugi dan do 15 sati);2000;Ne;Ne
5410;Oton;23210;2 (drugi dan do 15 sati);2000;Ne;Ne
5411;Drage ;23210;4 (treći dan do 20 sati); ;Ne;Ne
5412;Pakoštane;23210;2 (drugi dan do 15 sati); ;Ne;Ne
5573;Donja Jagodnja;23210;4 (treći dan do 20 sati);2000;Ne;Ne
5574;Gornja Jagodnja ;23210;4 (treći dan do 20 sati);2000;Ne;Ne
5575;Kakma ;23210;4 (treći dan do 20 sati);2000;Ne;Ne
5576;Lišane Tinjske ;23210;4 (treći dan do 20 sati);2000;Ne;Ne
5577;Polača ;23210;2 (drugi dan do 15 sati); ;Ne;Ne
5578;Tinj;23210;4 (treći dan do 20 sati);2000;Ne;Ne
5579;Stabanj ;23210;3 (drugi dan do 20 sati);2000;Ne;Ne
5413;Kraj;23212;4 (treći dan do 20 sati); ;Ne;Ne
5414;Tkon;23212;4 (treći dan do 20 sati); ;Ne;Ne
5474;Barotul ;23212;4 (treći dan do 20 sati); ;Ne;Ne
5475;Pašman ;23212;4 (treći dan do 20 sati); ;Ne;Ne
5478;Mrljane ;23212;4 (treći dan do 20 sati); ;Ne;Ne
5391;Babindub;23222;2 (drugi dan do 15 sati); ;Ne;Ne
5415;Galovac ;23222;2 (drugi dan do 15 sati); ;Ne;Ne
5417;Smoković ;23222;4 (treći dan do 20 sati); ;Ne;Ne
5418;Zemunik ;23222;2 (drugi dan do 15 sati); ;Ne;Ne
5419;Zemunik Gornji;23222;2 (drugi dan do 15 sati); ;Ne;Ne
7996;Zemunik Donji ;23222;2 (drugi dan do 15 sati); ;Ne;Ne
5420;Prkos ;23223;4 (treći dan do 20 sati);2000;Ne;Ne
5421;Škabrnja ;23223;2 (drugi dan do 15 sati); ;Ne;Ne
5537;Nadin ;23223;4 (treći dan do 20 sati);2000;Ne;Ne
5546;Zagrad;23223;4 (treći dan do 20 sati); ;Ne;Ne
5549;Nadin kosa;23223;4 (treći dan do 20 sati);2000;Ne;Ne
5425;Nin ;23232;2 (drugi dan do 15 sati); ;Ne;Ne
5426;Ninski Stanovi;23232;2 (drugi dan do 15 sati); ;Ne;Ne
5427;Zaton ;23232;2 (drugi dan do 15 sati); ;Ne;Ne
5428;Ždrijac;23232;2 (drugi dan do 15 sati); ;Ne;Ne
5429;Grbe;23232;2 (drugi dan do 15 sati); ;Ne;Ne
5430;Privlaka (Dalmacija);23233;2 (drugi dan do 15 sati); ;Ne;Ne
5431;Lozice;23234;4 (treći dan do 20 sati); ;Ne;Ne
5432;Torovi;23234;4 (treći dan do 20 sati); ;Ne;Ne
5433;Vir ;23234;2 (drugi dan do 15 sati); ;Ne;Ne
5434;Pedinka ;23234;4 (treći dan do 20 sati); ;Ne;Ne
5435;Sapavac ;23234;4 (treći dan do 20 sati); ;Ne;Ne
5436;Laz ;23234;4 (treći dan do 20 sati); ;Ne;Ne
5437;Lučica ;23234;4 (treći dan do 20 sati); ;Ne;Ne
5438;Slatina ;23234;4 (treći dan do 20 sati); ;Ne;Ne
5439;Poljica ;23235;2 (drugi dan do 15 sati); ;Ne;Ne
5440;Poljica-Brig;23235;2 (drugi dan do 15 sati); ;Ne;Ne
5441;Vrsi;23235;2 (drugi dan do 15 sati); ;Ne;Ne
5442;Žerava ;23235;2 (drugi dan do 15 sati); ;Ne;Ne
