Šifra naselja;Naziv naselja;Poštanski ured;Minimalni rok uručenja;Maksimalna masa (g);Dostava subotom;Dostava u određeno vrijeme
5443;Dračevac Ninski;23241;3 (drugi dan do 20 sati);2000;Ne;Ne
5444;Rupalj;23241;4 (treći dan do 20 sati); ;Ne;Ne
5445;Lovinac ;23241;3 (drugi dan do 20 sati);2000;Ne;Ne
5446;Poličnik ;23241; ; ; ; 
5447;Suhovare;23241;3 (drugi dan do 20 sati);2000;Ne;Ne
5448;Visočane ;23241;3 (drugi dan do 20 sati);2000;Ne;Ne
8000;Gornji Poličnik;23241;4 (treći dan do 20 sati);2000;Ne;Ne
5422;Pridraga;23242;2 (drugi dan do 15 sati); ;Ne;Ne
5449;Islam Latinski;23242;3 (drugi dan do 20 sati); ;Ne;Ne
5450;Podgradina;23242;3 (drugi dan do 20 sati); ;Ne;Ne
5451;Posedarje ;23242;2 (drugi dan do 15 sati); ;Ne;Ne
5452;Grgurice;23242;3 (drugi dan do 20 sati); ;Ne;Ne
5453;Zeleni hrast;23242;3 (drugi dan do 20 sati); ;Ne;Ne
5454;Grabovac;23242;3 (drugi dan do 20 sati); ;Ne;Ne
5462;Slivnica;23242;3 (drugi dan do 20 sati); ;Ne;Ne
5463;Vinjerac;23242;3 (drugi dan do 20 sati); ;Ne;Ne
5464;Ždrilo ;23242;3 (drugi dan do 20 sati); ;Ne;Ne
5465;Vučjak ;23242;3 (drugi dan do 20 sati); ;Ne;Ne
5466;Jovići ;23242;3 (drugi dan do 20 sati); ;Ne;Ne
5467;Krneza;23242;3 (drugi dan do 20 sati); ;Ne;Ne
5471;Radovin ;23242;3 (drugi dan do 20 sati); ;Ne;Ne
5472;Ražanac;23242;2 (drugi dan do 15 sati); ;Ne;Ne
5473;Rtina ;23242;2 (drugi dan do 15 sati); ;Ne;Ne
5520;Novigrad (Dalmacija);23242;2 (drugi dan do 15 sati); ;Ne;Ne
5457;Seline;23244;3 (drugi dan do 20 sati); ;Ne;Ne
5458;Starigrad ;23244;2 (drugi dan do 15 sati); ;Ne;Ne
5461;Tribanj ;23244;4 (treći dan do 20 sati); ;Ne;Ne
5468;Ljubač ;23248;3 (drugi dan do 20 sati); ;Ne;Ne
5469;Ljubački Stanovi ;23248;3 (drugi dan do 20 sati); ;Ne;Ne
5470;Podvršje ;23248;3 (drugi dan do 20 sati); ;Ne;Ne
5600;Dinjiška ;23250;3 (drugi dan do 20 sati); ;Ne;Ne
5601;Gorica;23250;3 (drugi dan do 20 sati); ;Ne;Ne
5602;Miškovići ;23250;3 (drugi dan do 20 sati); ;Ne;Ne
5603;Povljana;23250;2 (drugi dan do 15 sati); ;Ne;Ne
5604;Smokvica;23250;3 (drugi dan do 20 sati); ;Ne;Ne
5605;Stara Vas ;23250;4 (treći dan do 20 sati); ;Ne;Ne
5606;Vlašići ;23250;4 (treći dan do 20 sati);2000;Ne;Ne
5607;Vrčići;23250;4 (treći dan do 20 sati); ;Ne;Ne
5609;Košljun;23250;4 (treći dan do 20 sati); ;Ne;Ne
5610;Pag ;23250;2 (drugi dan do 15 sati); ;Ne;Ne
5611;Dubrava ;23250;2 (drugi dan do 15 sati); ;Ne;Ne
5612;Sv. Marko ;23250;2 (drugi dan do 15 sati); ;Ne;Ne
5613;Sv. Marija;23250;2 (drugi dan do 15 sati); ;Ne;Ne
5614;Proboj;23250;2 (drugi dan do 15 sati); ;Ne;Ne
5616;Kolan ;23250;2 (drugi dan do 15 sati); ;Ne;Ne
5617;Mandre;23250;4 (treći dan do 20 sati); ;Ne;Ne
5618;Šimuni ;23250;2 (drugi dan do 15 sati);2000;Ne;Ne
7999;Bošana ;23250;4 (treći dan do 20 sati); ;Ne;Ne
5476;Banj;23271;4 (treći dan do 20 sati); ;Ne;Ne
5477;Ždrelac;23271;4 (treći dan do 20 sati); ;Ne;Ne
5479;Neviđane ;23271;4 (treći dan do 20 sati); ;Ne;Ne
5480;Dobropoljana;23271;4 (treći dan do 20 sati); ;Ne;Ne
5481;Kukljica;23271;4 (treći dan do 20 sati); ;Ne;Ne
5482;Kali;23273;4 (treći dan do 20 sati); ;Ne;Ne
5483;Mala Lamljana ;23273;4 (treći dan do 20 sati); ;Ne;Ne
5484;Velika Lamljana ;23273;4 (treći dan do 20 sati); ;Ne;Ne
5485;Ošljak ;23273;4 (treći dan do 20 sati); ;Ne;Ne
5486;Poljana ;23273;4 (treći dan do 20 sati); ;Ne;Ne
5487;Preko ;23273;4 (treći dan do 20 sati); ;Ne;Ne
5488;Sutomišćica ;23273;4 (treći dan do 20 sati); ;Ne;Ne
5489;Lukoran ;23273;4 (treći dan do 20 sati); ;Ne;Ne
5490;Ugljan;23273;4 (treći dan do 20 sati); ;Ne;Ne
5491;Šušica;23273;4 (treći dan do 20 sati); ;Ne;Ne
5492;Muline;23273;4 (treći dan do 20 sati); ;Ne;Ne
5493;Gudača ;23273;4 (treći dan do 20 sati); ;Ne;Ne
5494;Sali;23281;4 (treći dan do 20 sati);2000;Ne;Ne
5495;Zaglav;23281;4 (treći dan do 20 sati);2000;Ne;Ne
5496;Luka;23281;4 (treći dan do 20 sati);2000;Ne;Ne
5497;Žman ;23281;4 (treći dan do 20 sati);2000;Ne;Ne
5498;Rava;23283;4 (treći dan do 20 sati);2000;Ne;Ne
5499;Mali Iž;23284;4 (treći dan do 20 sati);2000;Ne;Ne
5500;Veli Iž;23284;4 (treći dan do 20 sati);2000;Ne;Ne
5503;Božava ;23286;4 (treći dan do 20 sati);2000;Ne;Ne
5504;Dragove ;23286;4 (treći dan do 20 sati);2000;Ne;Ne
5505;Zverinac;23286;4 (treći dan do 20 sati);2000;Ne;Ne
5501;Brbinj;23287;4 (treći dan do 20 sati);2000;Ne;Ne
5502;Savar ;23287;4 (treći dan do 20 sati);2000;Ne;Ne
5506;Soline;23287;4 (treći dan do 20 sati);2000;Ne;Ne
5507;Veli Rat;23287;4 (treći dan do 20 sati);2000;Ne;Ne
5508;Verunić;23287;4 (treći dan do 20 sati);2000;Ne;Ne
5509;Polje ;23287;4 (treći dan do 20 sati);2000;Ne;Ne
5510;Rivanj;23291;4 (treći dan do 20 sati);2000;Ne;Ne
5511;Sestrunj;23291;4 (treći dan do 20 sati);2000;Ne;Ne
5512;Zverinac;23291;4 (treći dan do 20 sati);2000;Ne;Ne
5513;Brgulje ;23292;4 (treći dan do 20 sati);2000;Ne;Ne
5514;Molat ;23292;4 (treći dan do 20 sati);2000;Ne;Ne
5515;Zapuntel;23292;4 (treći dan do 20 sati);2000;Ne;Ne
5516;Ist ;23293;4 (treći dan do 20 sati);2000;Ne;Ne
5517;Premuda ;23294;4 (treći dan do 20 sati);2000;Ne;Ne
5518;Silba ;23295;4 (treći dan do 20 sati);2000;Ne;Ne
5519;Olib;23296;4 (treći dan do 20 sati);2000;Ne;Ne
5521;Paljuv;23312;2 (drugi dan do 15 sati); ;Ne;Ne
5522;Benkovac;23420;2 (drugi dan do 15 sati); ;Ne;Ne
5523;Benkovačko Selo;23420;3 (drugi dan do 20 sati); ;Ne;Ne
5524;Brgud ;23420;4 (treći dan do 20 sati); ;Ne;Ne
5525;Buković;23420;4 (treći dan do 20 sati); ;Ne;Ne
5526;Bulić;23420;4 (treći dan do 20 sati); ;Ne;Ne
5527;Donje Ceranje ;23420;4 (treći dan do 20 sati); ;Ne;Ne
5528;Gornje Ceranje;23420;4 (treći dan do 20 sati); ;Ne;Ne
5530;Korlat;23420;4 (treći dan do 20 sati); ;Ne;Ne
5531;Kožlovac ;23420;4 (treći dan do 20 sati); ;Ne;Ne
5532;Kula Atlagić ;23420;4 (treći dan do 20 sati); ;Ne;Ne
5533;Lepuri;23420;4 (treći dan do 20 sati); ;Ne;Ne
5534;Lisičić ;23420;4 (treći dan do 20 sati); ;Ne;Ne
5535;Lišane Ostrovičke ;23420;4 (treći dan do 20 sati); ;Ne;Ne
5536;Miranje ;23420;4 (treći dan do 20 sati); ;Ne;Ne
5538;Ostrovica ;23420;4 (treći dan do 20 sati); ;Ne;Ne
5539;Perušić Benkovački ;23420;4 (treći dan do 20 sati); ;Ne;Ne
5540;Podgrađe ;23420;4 (treći dan do 20 sati); ;Ne;Ne
5541;Podlug;23420;4 (treći dan do 20 sati); ;Ne;Ne
5542;Popovići ;23420;4 (treći dan do 20 sati); ;Ne;Ne
5544;Raštević;23420;4 (treći dan do 20 sati); ;Ne;Ne
5545;Šopot;23420;4 (treći dan do 20 sati); ;Ne;Ne
5547;Zapužane ;23420;4 (treći dan do 20 sati); ;Ne;Ne
5548;Kličevica;23420;4 (treći dan do 20 sati); ;Ne;Ne
5550;Veljane ;23420;4 (treći dan do 20 sati); ;Ne;Ne
5551;Medviđa;23420;4 (treći dan do 20 sati); ;Ne;Ne
5552;Parčići ;23420;4 (treći dan do 20 sati); ;Ne;Ne
5553;Bjelina ;23420;4 (treći dan do 20 sati); ;Ne;Ne
5554;Bruška ;23420;4 (treći dan do 20 sati); ;Ne;Ne
5555;Dobropoljci ;23420;4 (treći dan do 20 sati); ;Ne;Ne
5556;Rodaljice ;23420;4 (treći dan do 20 sati); ;Ne;Ne
5557;Donje Biljane ;23420;4 (treći dan do 20 sati); ;Ne;Ne
5558;Donji Kašić ;23420;4 (treći dan do 20 sati); ;Ne;Ne
5559;Gornje Biljane;23420;4 (treći dan do 20 sati); ;Ne;Ne
5560;Islam Grčki;23420;4 (treći dan do 20 sati); ;Ne;Ne
5561;Smilčić ;23420;4 (treći dan do 20 sati); ;Ne;Ne
5529;Kolarina;23422;4 (treći dan do 20 sati); ;Ne;Ne
5543;Pristeg ;23422;4 (treći dan do 20 sati); ;Ne;Ne
5562;Banjevci;23422;4 (treći dan do 20 sati); ;Ne;Ne
5563;Bila Vlaka;23422;4 (treći dan do 20 sati); ;Ne;Ne
5564;Budak ;23422;4 (treći dan do 20 sati); ;Ne;Ne
5565;Crljenik;23422;4 (treći dan do 20 sati); ;Ne;Ne
5566;Dobra Voda;23422;4 (treći dan do 20 sati); ;Ne;Ne
5567;Morpolača;23422;4 (treći dan do 20 sati); ;Ne;Ne
5568;Prović ;23422;4 (treći dan do 20 sati); ;Ne;Ne
5569;Radašinovci;23422;4 (treći dan do 20 sati); ;Ne;Ne
5570;Stankovci ;23422;4 (treći dan do 20 sati); ;Ne;Ne
5571;Velim ;23422;4 (treći dan do 20 sati); ;Ne;Ne
5572;Vukšić;23422;4 (treći dan do 20 sati); ;Ne;Ne
7720;Cerovac ;23440;4 (treći dan do 20 sati); ;Ne;Ne
7721;Deringaj;23440;4 (treći dan do 20 sati); ;Ne;Ne
7722;Duboki Dol;23440;4 (treći dan do 20 sati); ;Ne;Ne
7723;Glogovo ;23440;4 (treći dan do 20 sati); ;Ne;Ne
7724;Grab;23440;4 (treći dan do 20 sati); ;Ne;Ne
7725;Gračac ;23440;2 (drugi dan do 15 sati); ;Ne;Ne
7726;Gubavčevo Polje;23440;4 (treći dan do 20 sati); ;Ne;Ne
7727;Kijani;23440;4 (treći dan do 20 sati); ;Ne;Ne
7728;Omsica;23440;4 (treći dan do 20 sati); ;Ne;Ne
7729;Tomingaj;23440;4 (treći dan do 20 sati); ;Ne;Ne
7730;Vučipolje;23440;4 (treći dan do 20 sati); ;Ne;Ne
7731;Ljubović ;23440;4 (treći dan do 20 sati); ;Ne;Ne
7732;Vodena glava;23440;4 (treći dan do 20 sati); ;Ne;Ne
7733;Deringaj II ;23440;4 (treći dan do 20 sati); ;Ne;Ne
7734;Bruvno;23440;4 (treći dan do 20 sati); ;Ne;Ne
7735;Mazin ;23440;4 (treći dan do 20 sati); ;Ne;Ne
7736;Rudopolje Bruvanjsko;23440;4 (treći dan do 20 sati); ;Ne;Ne
7737;Nadvrelo;23440;4 (treći dan do 20 sati); ;Ne;Ne
7738;Otrić;23440;4 (treći dan do 20 sati); ;Ne;Ne
7739;Rastičevo;23440;4 (treći dan do 20 sati); ;Ne;Ne
7740;Velika Popina ;23440;4 (treći dan do 20 sati); ;Ne;Ne
7741;Kom ;23440;4 (treći dan do 20 sati); ;Ne;Ne
7742;Palanka ;23440;4 (treći dan do 20 sati); ;Ne;Ne
7743;Pribudić ;23440;4 (treći dan do 20 sati); ;Ne;Ne
7744;Prljevo ;23440;4 (treći dan do 20 sati); ;Ne;Ne
7745;Zrmanja ;23440;4 (treći dan do 20 sati); ;Ne;Ne
7746;Zrmanja Vrelo ;23440;4 (treći dan do 20 sati); ;Ne;Ne
7756;Deringaj(Srb) ;23440;4 (treći dan do 20 sati); ;Ne;Ne
7884;Kik ;23440;4 (treći dan do 20 sati); ;Ne;Ne
7885;Ličko Cerje;23440;4 (treći dan do 20 sati); ;Ne;Ne
7886;Lovinac ;23440;4 (treći dan do 20 sati); ;Ne;Ne
7887;Raduč;23440;4 (treći dan do 20 sati); ;Ne;Ne
7888;Ričice ;23440;4 (treći dan do 20 sati); ;Ne;Ne
7889;Smokrić;23440;4 (treći dan do 20 sati); ;Ne;Ne
7890;Sveti Rok ;23440;4 (treći dan do 20 sati); ;Ne;Ne
7891;Štikada;23440;4 (treći dan do 20 sati); ;Ne;Ne
7892;Vranik;23440;4 (treći dan do 20 sati); ;Ne;Ne
5455;Jasenice;23450;4 (treći dan do 20 sati); ;Ne;Ne
5456;Maslenica ;23450;4 (treći dan do 20 sati); ;Ne;Ne
5459;Modrič ;23450;3 (drugi dan do 20 sati); ;Ne;Ne
5460;Rovanjska ;23450;3 (drugi dan do 20 sati); ;Ne;Ne
5580;Bilišane ;23450;4 (treći dan do 20 sati); ;Ne;Ne
5581;Kruševo;23450;4 (treći dan do 20 sati); ;Ne;Ne
5582;Muškovci ;23450;4 (treći dan do 20 sati); ;Ne;Ne
5583;Obrovac ;23450;2 (drugi dan do 15 sati); ;Ne;Ne
5584;Zaton Obrovački;23450;4 (treći dan do 20 sati); ;Ne;Ne
5585;Zelengrad ;23450;4 (treći dan do 20 sati); ;Ne;Ne
5586;Bogatnik;23450;4 (treći dan do 20 sati); ;Ne;Ne
5587;Golubić;23450;4 (treći dan do 20 sati); ;Ne;Ne
5588;Kaštel Žegarski ;23450;4 (treći dan do 20 sati); ;Ne;Ne
5589;Komazeci;23450;4 (treći dan do 20 sati); ;Ne;Ne
5590;Krupa ;23450;4 (treći dan do 20 sati); ;Ne;Ne
5591;Nadvoda ;23450;4 (treći dan do 20 sati); ;Ne;Ne
5592;Žegar;23450;4 (treći dan do 20 sati); ;Ne;Ne
5593;Gornji Karin;23450;4 (treći dan do 20 sati); ;Ne;Ne
5594;Donji Karin ;23450;4 (treći dan do 20 sati); ;Ne;Ne
5595;Šušnjar I ;23450;4 (treći dan do 20 sati); ;Ne;Ne
5596;Šušnjar II;23450;4 (treći dan do 20 sati); ;Ne;Ne
5597;Podine;23450;4 (treći dan do 20 sati); ;Ne;Ne
5598;Kunovac ;23450;4 (treći dan do 20 sati); ;Ne;Ne
5599;Cicingaj;23450;4 (treći dan do 20 sati); ;Ne;Ne
5629;Brijest ;31000;3 (drugi dan do 20 sati); ;Ne;Ne
5630;Briješće;31000;3 (drugi dan do 20 sati); ;Ne;Ne
5631;Nemetin ;31000;3 (drugi dan do 20 sati); ;Ne;Ne
5632;Osijek;31000; ; ; ; 
5633;Podravlje ;31000;3 (drugi dan do 20 sati); ;Ne;Ne
5634;Sarvaš ;31000;3 (drugi dan do 20 sati); ;Ne;Ne
5635;Tvrđavica;31000;3 (drugi dan do 20 sati); ;Ne;Ne
5666;Bilje ;31000;3 (drugi dan do 20 sati); ;Ne;Ne
5667;Kopačevo ;31000;4 (treći dan do 20 sati); ;Ne;Ne
5669;Vardarac;31000;4 (treći dan do 20 sati); ;Ne;Ne
5773;Lug (Lasko) ;31000;4 (treći dan do 20 sati); ;Ne;Ne
5646;Divoš;31200;4 (treći dan do 20 sati); ;Ne;Ne
5647;Ernestinovo ;31200;4 (treći dan do 20 sati); ;Ne;Ne
5648;Koprivna;31200;4 (treći dan do 20 sati); ;Ne;Ne
5649;Paulin Dvor ;31200;4 (treći dan do 20 sati); ;Ne;Ne
5650;Petrova Slatina ;31200;4 (treći dan do 20 sati); ;Ne;Ne
5651;Šodolovci;31200;4 (treći dan do 20 sati); ;Ne;Ne
5652;Antunovac ;31200;3 (drugi dan do 20 sati); ;Ne;Ne
5653;Ivanovac;31200;4 (treći dan do 20 sati); ;Ne;Ne
5654;Višnjevac;31200;2 (drugi dan do 15 sati); ;Ne;Ne
5655;Josipovac ;31200;3 (drugi dan do 20 sati); ;Ne;Ne
5639;Tenja ;31207;3 (drugi dan do 20 sati); ;Ne;Ne
5640;Klisa ;31207;3 (drugi dan do 20 sati); ;Ne;Ne
5641;Ada ;31207;4 (treći dan do 20 sati); ;Ne;Ne
5642;Korog ;31207;4 (treći dan do 20 sati); ;Ne;Ne
5643;Laslovo (Szentlaszlo) ;31207;4 (treći dan do 20 sati); ;Ne;Ne
5644;Palača ;31207;4 (treći dan do 20 sati); ;Ne;Ne
5645;Silaš;31207;4 (treći dan do 20 sati); ;Ne;Ne
5636;Bijelo Brdo ;31226;4 (treći dan do 20 sati); ;Ne;Ne
5637;Aljmaš ;31226;2 (drugi dan do 15 sati); ;Ne;Ne
5638;Erdut ;31226;3 (drugi dan do 20 sati); ;Ne;Ne
5656;Dalj;31226;3 (drugi dan do 20 sati); ;Ne;Ne
5668;Podunavlje;31300;4 (treći dan do 20 sati); ;Ne;Ne
5726;Beli Manastir ;31300; ; ;Ne;Ne
5727;Luč;31300;3 (drugi dan do 20 sati); ;Ne;Ne
5728;Sudaraž;31300;3 (drugi dan do 20 sati); ;Ne;Ne
5729;Šećerana;31300;3 (drugi dan do 20 sati); ;Ne;Ne
5730;Širine ;31300;3 (drugi dan do 20 sati); ;Ne;Ne
5731;Šumarina ;31300;3 (drugi dan do 20 sati); ;Ne;Ne
5732;Branjin Vrh ;31300;3 (drugi dan do 20 sati); ;Ne;Ne
5733;Kneževo;31300;3 (drugi dan do 20 sati); ;Ne;Ne
5734;Branjina;31300;3 (drugi dan do 20 sati); ;Ne;Ne
5735;Podolje ;31300;3 (drugi dan do 20 sati); ;Ne;Ne
5736;Popovac ;31300;3 (drugi dan do 20 sati); ;Ne;Ne
5737;Duboševica ;31300;4 (treći dan do 20 sati); ;Ne;Ne
5738;Topolje ;31300;4 (treći dan do 20 sati); ;Ne;Ne
5739;Draž ;31300;4 (treći dan do 20 sati); ;Ne;Ne
5740;Gajić;31300;4 (treći dan do 20 sati); ;Ne;Ne
5741;Batina;31300;4 (treći dan do 20 sati); ;Ne;Ne
5742;Zmajevac (Vorosmart);31300;4 (treći dan do 20 sati); ;Ne;Ne
5743;Suza;31300;4 (treći dan do 20 sati); ;Ne;Ne
5744;Grabovac;31300;4 (treći dan do 20 sati); ;Ne;Ne
5745;Jasenovac ;31300;4 (treći dan do 20 sati); ;Ne;Ne
5746;Kamenac ;31300;4 (treći dan do 20 sati); ;Ne;Ne
5747;Kneževi Vinogradi;31300;4 (treći dan do 20 sati); ;Ne;Ne
5748;Kotlina ;31300;4 (treći dan do 20 sati); ;Ne;Ne
5749;Kozjak;31300;4 (treći dan do 20 sati); ;Ne;Ne
5750;Mirkovac;31300;4 (treći dan do 20 sati); ;Ne;Ne
5751;Mitrovac;31300;4 (treći dan do 20 sati); ;Ne;Ne
5752;Sokolovac ;31300;4 (treći dan do 20 sati); ;Ne;Ne
5753;Tikveš ;31300;4 (treći dan do 20 sati); ;Ne;Ne
5754;Zlatna Greda;31300;4 (treći dan do 20 sati); ;Ne;Ne
5755;Karanac ;31300;4 (treći dan do 20 sati); ;Ne;Ne
5756;Petlovac;31300;3 (drugi dan do 20 sati); ;Ne;Ne
5757;Zeleno Polje;31300;3 (drugi dan do 20 sati); ;Ne;Ne
5762;Bolman;31300;3 (drugi dan do 20 sati); ;Ne;Ne
5763;Majiške Međe;31300;3 (drugi dan do 20 sati); ;Ne;Ne
5764;Novi Bolman ;31300;3 (drugi dan do 20 sati); ;Ne;Ne
5765;Jagodnjak ;31300;3 (drugi dan do 20 sati); ;Ne;Ne
5766;Čeminac;31300;4 (treći dan do 20 sati); ;Ne;Ne
5767;Kozarac ;31300;4 (treći dan do 20 sati); ;Ne;Ne
5768;Novi Čeminac ;31300;4 (treći dan do 20 sati); ;Ne;Ne
5769;Darda ;31326;3 (drugi dan do 20 sati); ;Ne;Ne
5770;Mece;31326;3 (drugi dan do 20 sati); ;Ne;Ne
5771;Švajcarnica;31326;4 (treći dan do 20 sati); ;Ne;Ne
5772;Uglješ ;31326;4 (treći dan do 20 sati); ;Ne;Ne
5670;Budrovci;31400;3 (drugi dan do 20 sati); ;Ne;Ne
5671;Đakovo ;31400; ; ;Ne;Ne
5672;Ivanovci Gorjanski;31400;3 (drugi dan do 20 sati); ;Ne;Ne
5673;Kuševac;31400;3 (drugi dan do 20 sati); ;Ne;Ne
5674;Viškovci ;31400;3 (drugi dan do 20 sati); ;Ne;Ne
5675;Forkuševci ;31400;3 (drugi dan do 20 sati); ;Ne;Ne
5676;Kešinci;31400;3 (drugi dan do 20 sati); ;Ne;Ne
5677;Koritna ;31400;3 (drugi dan do 20 sati); ;Ne;Ne
5678;Semeljci;31400;3 (drugi dan do 20 sati); ;Ne;Ne
5679;Vučevci;31400;3 (drugi dan do 20 sati); ;Ne;Ne
5685;Merolino Sikirevačko ;31400;3 (drugi dan do 20 sati); ;Ne;Ne
5686;Strizivojna ;31400;3 (drugi dan do 20 sati); ;Ne;Ne
5687;Dragotin;31400;4 (treći dan do 20 sati); ;Ne;Ne
5688;Hrkanovci Đakovački ;31400;4 (treći dan do 20 sati); ;Ne;Ne
5689;Kondrić;31400;4 (treći dan do 20 sati); ;Ne;Ne
5690;Lapovci ;31400;4 (treći dan do 20 sati); ;Ne;Ne
5691;Svetoblažje;31400;4 (treći dan do 20 sati); ;Ne;Ne
5692;Trnava;31400;4 (treći dan do 20 sati); ;Ne;Ne
5693;Selci Đakovački ;31400;3 (drugi dan do 20 sati); ;Ne;Ne
5694;Borojevci ;31400;4 (treći dan do 20 sati); ;Ne;Ne
5695;Breznica Đakovačka;31400;4 (treći dan do 20 sati); ;Ne;Ne
5696;Čenkovo;31400;4 (treći dan do 20 sati); ;Ne;Ne
5697;Levanjska Varoš;31400;4 (treći dan do 20 sati); ;Ne;Ne
5698;Majar ;31400;4 (treći dan do 20 sati); ;Ne;Ne
5699;Milinac ;31400;4 (treći dan do 20 sati); ;Ne;Ne
5700;Musić;31400;4 (treći dan do 20 sati); ;Ne;Ne
5701;Ovčara ;31400;4 (treći dan do 20 sati); ;Ne;Ne
5702;Paučje ;31400;4 (treći dan do 20 sati); ;Ne;Ne
5703;Ratkov Dol;31400;4 (treći dan do 20 sati); ;Ne;Ne
5704;Slobodna Vlast;31400;4 (treći dan do 20 sati); ;Ne;Ne
5705;Novi Perkovci ;31400;2 (drugi dan do 15 sati); ;Ne;Ne
5706;Piškorevci ;31400;3 (drugi dan do 20 sati); ;Ne;Ne
5707;Borovik ;31400;4 (treći dan do 20 sati); ;Ne;Ne
5708;Drenje;31400;4 (treći dan do 20 sati); ;Ne;Ne
5709;Kućanci Đakovački;31400;4 (treći dan do 20 sati); ;Ne;Ne
5710;Mandićevac ;31400;4 (treći dan do 20 sati); ;Ne;Ne
5711;Preslatinci ;31400;4 (treći dan do 20 sati); ;Ne;Ne
5712;Pridvorje ;31400;4 (treći dan do 20 sati); ;Ne;Ne
5713;Slatinik Drenjski ;31400;4 (treći dan do 20 sati); ;Ne;Ne
5714;Gašinci;31400;2 (drugi dan do 15 sati); ;Ne;Ne
5715;Satnica Đakovačka ;31400;2 (drugi dan do 15 sati); ;Ne;Ne
5716;Gorjani ;31400;3 (drugi dan do 20 sati); ;Ne;Ne
5717;Tomašanci;31400;3 (drugi dan do 20 sati); ;Ne;Ne
5718;Bračevci ;31400;4 (treći dan do 20 sati); ;Ne;Ne
5719;Bučje Gorjansko;31400;4 (treći dan do 20 sati); ;Ne;Ne
5720;Paljevina ;31400;4 (treći dan do 20 sati); ;Ne;Ne
5721;Potnjani;31400;4 (treći dan do 20 sati); ;Ne;Ne
5722;Josipovac Punitovački;31400;3 (drugi dan do 20 sati); ;Ne;Ne
5723;Jurjevac Punitovački ;31400;3 (drugi dan do 20 sati); ;Ne;Ne
5724;Krndija ;31400;3 (drugi dan do 20 sati); ;Ne;Ne
5725;Punitovci ;31400;3 (drugi dan do 20 sati); ;Ne;Ne
5657;Dopsin;31431;3 (drugi dan do 20 sati); ;Ne;Ne
5658;Hrastin ;31431;3 (drugi dan do 20 sati); ;Ne;Ne
5659;Vladislavci ;31431;3 (drugi dan do 20 sati); ;Ne;Ne
5660;Čepin;31431;3 (drugi dan do 20 sati); ;Ne;Ne
5661;Čepinski Martinci;31431;3 (drugi dan do 20 sati); ;Ne;Ne
5662;Čokadinci;31431;3 (drugi dan do 20 sati); ;Ne;Ne
5663;Livana;31431;3 (drugi dan do 20 sati); ;Ne;Ne
5664;Ovčara ;31431;3 (drugi dan do 20 sati); ;Ne;Ne
5680;Beketinci ;31431;4 (treći dan do 20 sati); ;Ne;Ne
5681;Hrastovac ;31431;4 (treći dan do 20 sati); ;Ne;Ne
5682;Lipovac Hrastinski;31431;4 (treći dan do 20 sati); ;Ne;Ne
5683;Široko Polje ;31431;4 (treći dan do 20 sati); ;Ne;Ne
5684;Vuka;31431;4 (treći dan do 20 sati); ;Ne;Ne
5832;Andrijevac;31500;4 (treći dan do 20 sati); ;Ne;Ne
5833;Branimirovac;31500;4 (treći dan do 20 sati); ;Ne;Ne
5834;Koška;31500;3 (drugi dan do 20 sati); ;Ne;Ne
5835;Ledenik ;31500;4 (treći dan do 20 sati); ;Ne;Ne
5836;Lug Subotički;31500;4 (treći dan do 20 sati); ;Ne;Ne
5837;Niza;31500;2 (drugi dan do 15 sati); ;Ne;Ne
5838;Normanci;31500;3 (drugi dan do 20 sati); ;Ne;Ne
5839;Ordanja ;31500;4 (treći dan do 20 sati); ;Ne;Ne
5840;Topoline;31500;3 (drugi dan do 20 sati); ;Ne;Ne
5841;Breznica Našička;31500;2 (drugi dan do 15 sati); ;Ne;Ne
5842;Jelisavac ;31500;3 (drugi dan do 20 sati); ;Ne;Ne
5843;Lađanska ;31500;3 (drugi dan do 20 sati); ;Ne;Ne
5844;Ribnjak ;31500;3 (drugi dan do 20 sati); ;Ne;Ne
5845;Brezik Našički;31500;2 (drugi dan do 15 sati); ;Ne;Ne
5846;Ceremošnjak;31500;4 (treći dan do 20 sati); ;Ne;Ne
5847;Crna Klada;31500;3 (drugi dan do 20 sati); ;Ne;Ne
5848;Gradac Našički;31500;4 (treći dan do 20 sati); ;Ne;Ne
5849;Gornja Motičina;31500;3 (drugi dan do 20 sati); ;Ne;Ne
5850;Granice ;31500;4 (treći dan do 20 sati); ;Ne;Ne
5851;Klokočevci ;31500;3 (drugi dan do 20 sati); ;Ne;Ne
5852;Lila;31500;3 (drugi dan do 20 sati); ;Ne;Ne
5853;Lipine;31500;3 (drugi dan do 20 sati); ;Ne;Ne
5854;Londžica ;31500;4 (treći dan do 20 sati); ;Ne;Ne
5855;Makloševac ;31500;4 (treći dan do 20 sati); ;Ne;Ne
5856;Markovac Našički;31500;3 (drugi dan do 20 sati); ;Ne;Ne
5857;Martin;31500;3 (drugi dan do 20 sati); ;Ne;Ne
5858;Našice ;31500; ; ;Ne;Ne
5859;Polubaše ;31500;4 (treći dan do 20 sati); ;Ne;Ne
5860;Rozmajerovac;31500;4 (treći dan do 20 sati); ;Ne;Ne
5861;Seona ;31500;3 (drugi dan do 20 sati); ;Ne;Ne
5862;Velimirovac ;31500;3 (drugi dan do 20 sati); ;Ne;Ne
5863;Vukojevci ;31500;3 (drugi dan do 20 sati); ;Ne;Ne
